index,accX,accY,accZ,HS,TO,HS_mark,TO_mark
16792,-1.412,-12.863,-2.98,0,0,,
16793,-0.941,-13.333,-2.667,0,0,,
16794,-0.47100000000000003,-14.275,-2.039,0,0,,
16795,-0.314,-15.373,-0.47100000000000003,0,0,,
16796,-0.784,-17.098,-1.412,0,0,,
16797,0.157,-18.667,0.627,0,0,,
16798,2.353,-18.195999999999998,-2.039,0,0,,
16799,1.255,-17.882,-1.882,0,0,,
16800,5.332999999999999,-19.608,-2.039,0,0,,
16801,2.039,-19.922,-3.451,0,0,,
16802,1.725,-20.392,-2.039,0,0,,
16803,2.824,-20.235,-3.9219999999999997,0,1,,-30.0
16804,5.02,-19.608,-6.902,0,0,,
16805,8.157,-19.765,-7.843,0,0,,
16806,5.49,-19.765,-5.803999999999999,0,0,,
16807,1.255,-18.195999999999998,-5.176,0,0,,
16808,-3.451,-16.784000000000002,-7.686,0,0,,
16809,-7.059,-15.529000000000002,-8.783999999999999,0,0,,
16810,-4.078,-10.51,-11.294,0,0,,
16811,-2.039,-10.039,-6.902,0,0,,
16812,2.1959999999999997,-10.196,-2.667,0,0,,
16813,4.706,-11.607999999999999,-0.47100000000000003,0,0,,
16814,8.314,-10.51,2.039,0,0,,
16815,8.627,-8.0,2.51,0,0,,
16816,5.49,-4.235,2.667,0,0,,
16817,2.353,-3.137,2.51,0,0,,
16818,2.1959999999999997,-3.137,2.667,0,0,,
16819,3.9219999999999997,-4.235,3.608,0,0,,
16820,4.078,-4.863,4.078,0,0,,
16821,3.137,-6.275,4.706,0,0,,
16822,2.353,-6.431,5.02,0,0,,
16823,1.0979999999999999,-6.587999999999999,4.706,0,0,,
16824,0.784,-7.216,4.706,0,0,,
16825,1.412,-7.372999999999999,4.5489999999999995,0,0,,
16826,1.569,-8.471,3.765,0,0,,
16827,0.941,-9.097999999999999,3.137,0,0,,
16828,0.0,-10.667,2.1959999999999997,0,0,,
16829,-0.784,-10.98,1.412,0,0,,
16830,-1.725,-12.078,-0.627,0,0,,
16831,-3.451,-12.392000000000001,-1.569,0,0,,
16832,-3.2939999999999996,-12.863,-2.1959999999999997,0,0,,
16833,-2.1959999999999997,-13.333,-2.353,0,0,,
16834,-2.824,-13.49,-2.51,0,0,,
16835,-4.235,-14.902000000000001,-4.235,0,0,,
16836,-4.706,-15.843,-5.176,0,0,,
16837,-6.275,-17.255,-6.587999999999999,0,0,,
16838,-7.216,-17.882,-7.216,0,0,,
16839,-9.568999999999999,-19.765,-9.882,0,0,,
16840,-10.824000000000002,-20.863000000000003,-11.137,0,0,,
16841,-13.333,-23.215999999999998,-14.902000000000001,0,0,,
16842,-14.745,-24.784000000000002,-18.352999999999998,0,0,,
16843,-15.686,-24.784000000000002,-18.98,0,0,,
16844,-17.882,-21.804000000000002,-19.765,0,0,,
16845,-19.137,-18.824,-21.176,0,0,,
16846,-21.02,-10.51,-24.156999999999996,0,0,,
16847,-23.529,-6.902,-24.0,0,0,,
16848,-30.901999999999997,-0.941,-23.373,0,0,,
16849,-36.235,1.725,-21.804000000000002,0,0,,
16850,-34.196,1.725,-20.392,0,0,,
16851,-24.156999999999996,-2.039,-17.569000000000003,0,0,,
16852,-18.667,-4.3919999999999995,-16.0,0,0,,
16853,-13.333,-8.783999999999999,-16.0,0,0,,
16854,-13.02,-6.745,-13.647,0,0,,
16855,13.175999999999998,-16.471,-0.627,1,0,30.0,
16856,33.725,-22.901999999999997,9.097999999999999,0,0,,
16857,54.745,-25.725,5.02,0,0,,
16858,-27.294,-16.471,-2.039,0,0,,
16859,-37.49,-11.294,-7.059,0,0,,
16860,-6.745,-15.529000000000002,-2.353,0,0,,
16861,-9.412,-18.51,-1.0979999999999999,0,0,,
16862,-10.98,-3.9219999999999997,-2.039,0,0,,
16863,-4.706,0.941,-11.450999999999999,0,0,,
16864,-4.235,-4.863,-10.98,0,0,,
16865,-2.1959999999999997,-13.02,-5.49,0,0,,
16866,-4.078,-14.118,-5.332999999999999,0,0,,
16867,-6.431,-11.607999999999999,-3.765,0,0,,
16868,-3.765,-10.51,-5.176,0,0,,
16869,0.47100000000000003,-10.667,-3.2939999999999996,0,0,,
16870,1.725,-10.196,-3.9219999999999997,0,0,,
16871,0.784,-8.941,-1.725,0,0,,
16872,0.157,-8.314,-1.412,0,0,,
16873,-2.824,-8.783999999999999,-3.137,0,0,,
16874,-2.667,-10.196,-4.5489999999999995,0,0,,
16875,-1.569,-10.196,-4.235,0,0,,
16876,1.0979999999999999,-10.196,-3.608,0,0,,
16877,1.0979999999999999,-10.196,-2.667,0,0,,
16878,1.882,-10.824000000000002,-4.078,0,0,,
16879,0.47100000000000003,-10.98,-3.451,0,0,,
16880,-0.941,-9.412,-2.824,0,0,,
16881,-1.255,-8.783999999999999,-2.98,0,0,,
16882,-1.569,-8.941,-3.137,0,0,,
16883,-1.725,-9.882,-3.2939999999999996,0,0,,
16884,-1.0979999999999999,-10.51,-2.353,0,0,,
16885,-1.0979999999999999,-9.725,-3.137,0,0,,
16886,-1.255,-9.725,-2.98,0,0,,
16887,-1.255,-10.196,-2.667,0,0,,
16888,-0.627,-10.196,-2.98,0,0,,
16889,-1.569,-10.353,-2.824,0,0,,
16890,-1.0979999999999999,-10.353,-2.98,0,0,,
16891,-0.627,-10.667,-2.98,0,0,,
16892,-0.941,-9.725,-3.2939999999999996,0,0,,
16893,-1.255,-9.568999999999999,-3.451,0,0,,
16894,-0.314,-9.725,-2.667,0,0,,
16895,-0.157,-9.097999999999999,-2.98,0,0,,
16896,-0.314,-8.941,-3.2939999999999996,0,0,,
16897,0.314,-8.314,-2.98,0,0,,
16898,0.0,-8.471,-3.765,0,0,,
16899,-0.941,-8.783999999999999,-3.765,0,0,,
16900,-1.412,-8.627,-3.608,0,0,,
16901,-1.412,-8.941,-3.451,0,0,,
16902,-2.039,-8.627,-3.137,0,0,,
16903,-2.353,-8.627,-2.51,0,0,,
16904,-1.569,-8.783999999999999,-2.039,0,0,,
16905,-0.314,-8.783999999999999,-1.882,0,0,,
16906,-0.941,-9.097999999999999,-1.412,0,0,,
16907,-0.47100000000000003,-9.412,-1.0979999999999999,0,0,,
16908,-0.314,-10.039,-2.1959999999999997,0,0,,
16909,-0.47100000000000003,-10.51,-2.667,0,0,,
16910,-0.784,-11.765,-2.667,0,0,,
16911,-1.255,-11.450999999999999,-3.765,0,0,,
16912,-2.353,-11.294,-3.2939999999999996,0,0,,
16913,-2.667,-11.765,-2.667,0,0,,
16914,-2.353,-11.922,-2.353,0,0,,
16915,-1.725,-12.863,-2.667,0,0,,
16916,-2.353,-12.706,-2.98,0,0,,
16917,-0.941,-13.49,-2.667,0,0,,
16918,-0.941,-13.647,-2.98,0,0,,
16919,-1.412,-14.118,-2.51,0,0,,
16920,-0.627,-16.0,-0.941,0,0,,
16921,-0.314,-16.941,-1.882,0,0,,
16922,2.039,-18.824,-0.47100000000000003,0,0,,
16923,2.51,-18.195999999999998,-1.725,0,0,,
16924,1.725,-17.569000000000003,-0.157,0,0,,
16925,3.2939999999999996,-18.51,0.314,0,0,,
16926,2.353,-18.352999999999998,-1.255,0,0,,
16927,1.569,-18.51,-2.039,0,0,,
16928,0.47100000000000003,-18.98,-2.1959999999999997,0,0,,
16929,0.941,-19.294,-3.608,0,1,,-30.0
16930,5.647,-18.039,-7.059,0,0,,
16931,6.745,-17.882,-7.529,0,0,,
16932,5.647,-17.098,-7.216,0,0,,
16933,1.0979999999999999,-15.059000000000001,-3.765,0,0,,
16934,0.157,-14.745,-5.647,0,0,,
16935,-5.332999999999999,-13.175999999999998,-7.372999999999999,0,0,,
16936,-4.5489999999999995,-13.02,-8.0,0,0,,
16937,-2.824,-8.783999999999999,-6.902,0,0,,
16938,-1.725,-8.0,-5.647,0,0,,
16939,-0.941,-9.255,-3.765,0,0,,
16940,4.235,-8.783999999999999,-2.1959999999999997,0,0,,
16941,6.587999999999999,-7.216,-0.941,0,0,,
16942,6.902,-4.078,0.157,0,0,,
16943,6.117999999999999,-3.608,0.0,0,0,,
16944,3.9219999999999997,-3.451,0.0,0,0,,
16945,3.137,-2.824,0.0,0,0,,
16946,2.824,-2.353,0.0,0,0,,
16947,2.1959999999999997,-2.824,0.314,0,0,,
16948,1.725,-3.137,0.157,0,0,,
16949,1.569,-3.451,0.314,0,0,,
16950,1.569,-3.608,0.47100000000000003,0,0,,
16951,0.941,-3.9219999999999997,0.314,0,0,,
16952,0.784,-4.078,0.47100000000000003,0,0,,
16953,1.255,-4.706,0.314,0,0,,
16954,1.725,-5.176,-0.157,0,0,,
16955,1.882,-5.647,-0.314,0,0,,
16956,1.569,-6.902,-0.784,0,0,,
16957,1.0979999999999999,-7.216,-1.255,0,0,,
16958,0.941,-8.314,-2.1959999999999997,0,0,,
16959,0.627,-9.097999999999999,-2.353,0,0,,
16960,0.47100000000000003,-10.196,-3.2939999999999996,0,0,,
16961,0.314,-10.824000000000002,-3.2939999999999996,0,0,,
16962,-0.627,-12.549000000000001,-4.078,0,0,,
16963,-2.824,-14.431,-4.5489999999999995,0,0,,
16964,-2.98,-15.373,-4.863,0,0,,
16965,-4.706,-16.941,-5.332999999999999,0,0,,
16966,-7.059,-18.039,-6.431,0,0,,
16967,-11.607999999999999,-18.98,-9.412,0,0,,
16968,-13.647,-18.98,-10.667,0,0,,
16969,-15.686,-19.765,-11.765,0,0,,
16970,-16.0,-19.608,-11.765,0,0,,
16971,-16.157,-19.765,-11.922,0,0,,
16972,-16.941,-19.608,-11.450999999999999,0,0,,
16973,-18.039,-18.824,-11.137,0,0,,
16974,-22.275,-15.373,-11.765,0,0,,
16975,-24.0,-12.706,-12.706,0,0,,
16976,-27.294,-8.157,-14.431,0,0,,
16977,-29.02,-6.117999999999999,-14.431,0,0,,
16978,-29.176,-2.98,-13.49,0,0,,
16979,-29.804000000000002,-3.137,-12.078,0,0,,
16980,-29.176,-3.608,-11.607999999999999,0,0,,
16981,-23.215999999999998,-5.332999999999999,-17.098,0,0,,
16982,-16.627,-6.275,-16.784000000000002,0,0,,
16983,34.039,-23.215999999999998,2.98,1,0,30.0,
16984,49.568999999999996,-31.215999999999998,10.824000000000002,0,0,,
16985,-8.0,-23.373,-4.706,0,0,,
16986,-27.451,-15.059000000000001,-5.49,0,0,,
16987,2.1959999999999997,-9.412,-1.412,0,0,,
16988,-4.235,-10.353,-4.3919999999999995,0,0,,
16989,-9.097999999999999,-6.902,-8.157,0,0,,
16990,-5.803999999999999,-6.117999999999999,-6.587999999999999,0,0,,
16991,-2.98,-5.961,-8.0,0,0,,
16992,-1.569,-8.941,-3.2939999999999996,0,0,,
16993,-4.3919999999999995,-10.98,-2.039,0,0,,
16994,-3.451,-11.607999999999999,-4.235,0,0,,
16995,-2.667,-11.450999999999999,-4.078,0,0,,
16996,-1.725,-10.667,-4.5489999999999995,0,0,,
16997,-1.0979999999999999,-9.097999999999999,-3.2939999999999996,0,0,,
16998,-1.569,-8.471,-2.98,0,0,,
16999,-0.784,-8.941,-2.353,0,0,,
17000,-1.412,-9.412,-2.824,0,0,,
17001,-1.725,-9.725,-3.137,0,0,,
17002,-0.627,-9.882,-3.765,0,0,,
17003,0.47100000000000003,-9.882,-4.3919999999999995,0,0,,
17004,1.0979999999999999,-9.725,-3.451,0,0,,
17005,1.725,-9.568999999999999,-3.765,0,0,,
17006,0.941,-9.882,-2.98,0,0,,
17007,0.784,-9.255,-3.9219999999999997,0,0,,
17008,0.157,-9.255,-2.98,0,0,,
17009,0.314,-9.255,-4.235,0,0,,
17010,-1.725,-8.941,-4.235,0,0,,
17011,-0.941,-9.568999999999999,-3.2939999999999996,0,0,,
17012,-0.157,-9.568999999999999,-4.078,0,0,,
17013,-0.941,-8.783999999999999,-4.078,0,0,,
17014,-1.255,-9.097999999999999,-3.9219999999999997,0,0,,
17015,0.314,-9.725,-3.765,0,0,,
17016,0.0,-9.412,-4.078,0,0,,
17017,-0.314,-9.412,-4.3919999999999995,0,0,,
17018,-0.314,-9.725,-3.608,0,0,,
17019,0.0,-9.255,-4.5489999999999995,0,0,,
17020,0.314,-9.255,-4.5489999999999995,0,0,,
17021,-0.314,-9.412,-4.235,0,0,,
17022,0.627,-9.882,-4.078,0,0,,
17023,-0.47100000000000003,-9.255,-4.078,0,0,,
17024,-0.941,-9.568999999999999,-2.98,0,0,,
17025,-0.157,-9.725,-2.98,0,0,,
17026,-0.47100000000000003,-9.097999999999999,-3.451,0,0,,
17027,-1.412,-9.097999999999999,-3.137,0,0,,
17028,-0.784,-9.412,-2.667,0,0,,
17029,-0.627,-8.941,-3.608,0,0,,
17030,-1.0979999999999999,-8.627,-3.608,0,0,,
17031,0.0,-9.412,-2.1959999999999997,0,0,,
17032,0.941,-9.255,-3.137,0,0,,
17033,-0.157,-9.568999999999999,-3.137,0,0,,
17034,-0.314,-10.353,-3.137,0,0,,
17035,0.627,-10.667,-3.9219999999999997,0,0,,
17036,-1.0979999999999999,-10.667,-4.863,0,0,,
17037,-1.255,-10.98,-4.3919999999999995,0,0,,
17038,-0.47100000000000003,-10.98,-4.078,0,0,,
17039,-0.627,-10.51,-3.608,0,0,,
17040,-1.569,-10.824000000000002,-3.608,0,0,,
17041,-1.0979999999999999,-11.765,-2.98,0,0,,
17042,-0.941,-12.549000000000001,-4.3919999999999995,0,0,,
17043,-1.255,-13.49,-4.5489999999999995,0,0,,
17044,-1.882,-14.431,-4.078,0,0,,
17045,-1.412,-16.471,-4.706,0,0,,
17046,-1.725,-17.412,-4.5489999999999995,0,0,,
17047,1.0979999999999999,-18.98,-3.765,0,0,,
17048,0.314,-17.882,-4.5489999999999995,0,0,,
17049,2.98,-19.451,-1.725,0,0,,
17050,4.078,-19.451,-2.98,0,0,,
17051,3.2939999999999996,-19.294,-1.882,0,0,,
17052,0.784,-19.608,-1.412,0,0,,
17053,-2.039,-19.922,0.627,0,0,,
17054,-1.0979999999999999,-19.451,-4.235,0,0,,
17055,2.51,-18.352999999999998,-7.372999999999999,0,0,,
17056,9.255,-17.255,-9.097999999999999,0,1,,-30.0
17057,9.882,-17.412,-8.314,0,0,,
17058,9.568999999999999,-16.471,-6.902,0,0,,
17059,10.196,-14.275,-8.314,0,0,,
17060,2.1959999999999997,-14.275,-5.647,0,0,,
17061,-4.235,-11.294,-8.314,0,0,,
17062,-3.9219999999999997,-10.353,-7.216,0,0,,
17063,-4.3919999999999995,-8.627,-2.667,0,0,,
17064,-2.98,-9.097999999999999,-1.569,0,0,,
17065,1.725,-10.667,-0.314,0,0,,
17066,5.49,-10.51,1.412,0,0,,
17067,8.157,-7.372999999999999,3.2939999999999996,0,0,,
17068,7.216,-4.863,3.451,0,0,,
17069,5.803999999999999,-4.706,3.451,0,0,,
17070,2.667,-5.02,3.451,0,0,,
17071,2.039,-4.706,3.2939999999999996,0,0,,
17072,1.882,-5.176,3.451,0,0,,
17073,1.569,-5.332999999999999,3.451,0,0,,
17074,1.882,-5.803999999999999,3.137,0,0,,
17075,1.725,-6.117999999999999,3.451,0,0,,
17076,1.412,-6.117999999999999,3.2939999999999996,0,0,,
17077,1.0979999999999999,-7.216,2.824,0,0,,
17078,0.941,-7.372999999999999,2.98,0,0,,
17079,0.314,-8.157,2.353,0,0,,
17080,0.157,-8.471,1.882,0,0,,
17081,-0.784,-9.255,1.0979999999999999,0,0,,
17082,-1.0979999999999999,-9.882,0.47100000000000003,0,0,,
17083,-1.569,-10.824000000000002,-0.47100000000000003,0,0,,
17084,-2.039,-11.607999999999999,-1.725,0,0,,
17085,-2.1959999999999997,-11.607999999999999,-2.039,0,0,,
17086,-2.353,-11.922,-2.98,0,0,,
17087,-2.824,-12.863,-3.608,0,0,,
17088,-4.078,-14.118,-4.863,0,0,,
17089,-4.3919999999999995,-14.745,-5.49,0,0,,
17090,-5.647,-15.373,-6.587999999999999,0,0,,
17091,-6.431,-16.0,-6.902,0,0,,
17092,-10.51,-18.039,-8.783999999999999,0,0,,
17093,-17.255,-19.765,-13.175999999999998,0,0,,
17094,-18.98,-20.392,-14.588,0,0,,
17095,-19.608,-21.49,-15.686,0,0,,
17096,-19.765,-21.49,-15.529000000000002,0,0,,
17097,-20.392,-18.039,-15.059000000000001,0,0,,
17098,-20.549,-16.314,-14.902000000000001,0,0,,
17099,-19.765,-11.450999999999999,-16.314,0,0,,
17100,-20.706,-5.961,-18.51,0,0,,
17101,-22.901999999999997,-3.451,-19.451,0,0,,
17102,-26.666999999999998,-0.157,-19.765,0,0,,
17103,-27.451,-0.157,-18.667,0,0,,
17104,-24.314,-4.235,-15.686,0,0,,
17105,-23.529,-5.961,-15.843,0,0,,
17106,-21.02,-3.9219999999999997,-13.960999999999999,0,0,,
17107,-14.431,-6.275,-12.863,0,0,,
17108,26.98,-18.98,-1.0979999999999999,1,0,30.0,
17109,41.255,-26.51,2.667,0,0,,
17110,4.078,-23.059,-2.1959999999999997,0,0,,
17111,-32.626999999999995,-13.49,-5.49,0,0,,
17112,-9.882,-14.118,0.314,0,0,,
17113,-3.451,-16.941,0.314,0,0,,
17114,-4.3919999999999995,-9.568999999999999,-4.078,0,0,,
17115,-1.0979999999999999,0.0,-11.294,0,0,,
17116,-3.765,-7.686,-5.49,0,0,,
17117,-3.2939999999999996,-11.294,-5.02,0,0,,
17118,-3.608,-12.235,-2.824,0,0,,
17119,-2.98,-10.98,-4.3919999999999995,0,0,,
17120,-1.725,-11.450999999999999,-4.3919999999999995,0,0,,
17121,-1.725,-11.294,-4.863,0,0,,
17122,0.0,-8.941,-3.765,0,0,,
17123,0.627,-7.843,-3.9219999999999997,0,0,,
17124,-1.412,-8.157,-2.51,0,0,,
17125,-2.353,-9.412,-2.98,0,0,,
17126,-0.941,-9.568999999999999,-3.2939999999999996,0,0,,
17127,-0.314,-9.255,-3.9219999999999997,0,0,,
17128,-0.157,-9.412,-4.3919999999999995,0,0,,
17129,2.353,-10.667,-2.98,0,0,,
17130,2.1959999999999997,-10.196,-4.078,0,0,,
17131,1.725,-9.882,-3.608,0,0,,
17132,0.784,-8.471,-3.137,0,0,,
17133,0.784,-8.0,-3.451,0,0,,
17134,-1.569,-8.0,-3.2939999999999996,0,0,,
17135,-1.569,-8.471,-3.137,0,0,,
17136,-1.412,-9.412,-3.451,0,0,,
17137,-0.47100000000000003,-9.882,-2.824,0,0,,
17138,-1.412,-9.412,-3.137,0,0,,
17139,-0.627,-9.725,-2.824,0,0,,
17140,-0.784,-9.725,-2.51,0,0,,
17141,-1.412,-9.412,-4.078,0,0,,
17142,-0.941,-9.725,-3.137,0,0,,
17143,-0.941,-9.412,-4.078,0,0,,
17144,-1.882,-9.412,-3.9219999999999997,0,0,,
17145,-1.725,-9.725,-3.9219999999999997,0,0,,
17146,-0.784,-9.725,-3.2939999999999996,0,0,,
17147,-1.412,-9.882,-4.5489999999999995,0,0,,
17148,-1.725,-10.353,-3.451,0,0,,
17149,-1.255,-10.353,-2.824,0,0,,
17150,-1.412,-10.353,-2.667,0,0,,
17151,-2.1959999999999997,-10.196,-2.51,0,0,,
17152,-1.725,-10.353,-1.882,0,0,,
17153,-2.1959999999999997,-10.039,-2.667,0,0,,
17154,-2.824,-10.196,-2.1959999999999997,0,0,,
17155,-2.667,-10.196,-1.882,0,0,,
17156,-0.627,-10.039,-2.51,0,0,,
17157,-0.314,-9.412,-2.51,0,0,,
17158,-0.314,-9.882,-1.725,0,0,,
17159,0.627,-10.51,-3.137,0,0,,
17160,0.0,-10.667,-3.9219999999999997,0,0,,
17161,-1.0979999999999999,-11.922,-3.9219999999999997,0,0,,
17162,-0.314,-12.392000000000001,-3.9219999999999997,0,0,,
17163,-0.157,-11.450999999999999,-4.706,0,0,,
17164,-0.314,-11.137,-4.3919999999999995,0,0,,
17165,0.157,-12.392000000000001,-3.608,0,0,,
17166,-0.157,-12.863,-3.765,0,0,,
17167,-0.47100000000000003,-13.02,-4.235,0,0,,
17168,-0.627,-13.333,-3.765,0,0,,
17169,-0.157,-13.333,-3.608,0,0,,
17170,0.47100000000000003,-14.588,-1.569,0,0,,
17171,0.157,-14.745,-2.824,0,0,,
17172,2.353,-17.725,-0.157,0,0,,
17173,1.412,-15.373,-2.1959999999999997,0,0,,
17174,0.47100000000000003,-15.529000000000002,-0.627,0,0,,
17175,4.863,-16.784000000000002,-0.627,0,0,,
17176,3.9219999999999997,-16.157,0.157,0,0,,
17177,2.824,-17.255,0.47100000000000003,0,0,,
17178,0.314,-17.882,0.157,0,0,,
17179,1.569,-18.667,-6.902,0,0,,
17180,4.5489999999999995,-17.882,-9.725,0,1,,-30.0
17181,5.332999999999999,-19.294,-10.824000000000002,0,0,,
17182,1.255,-19.922,-9.255,0,0,,
17183,-0.314,-19.451,-8.0,0,0,,
17184,-1.412,-18.51,-6.431,0,0,,
17185,-1.569,-17.725,-7.059,0,0,,
17186,0.47100000000000003,-14.118,-4.078,0,0,,
17187,3.2939999999999996,-12.706,-2.039,0,0,,
17188,3.9219999999999997,-10.667,-1.882,0,0,,
17189,4.706,-11.450999999999999,-0.47100000000000003,0,0,,
17190,5.332999999999999,-10.196,-0.314,0,0,,
17191,5.02,-6.902,0.0,0,0,,
17192,4.235,-5.961,-0.157,0,0,,
17193,2.51,-5.02,-0.157,0,0,,
17194,2.1959999999999997,-4.706,-0.314,0,0,,
17195,2.1959999999999997,-3.9219999999999997,0.0,0,0,,
17196,2.1959999999999997,-3.765,0.157,0,0,,
17197,1.882,-3.2939999999999996,0.47100000000000003,0,0,,
17198,0.784,-3.608,0.627,0,0,,
17199,0.627,-3.608,0.784,0,0,,
17200,1.0979999999999999,-3.765,1.0979999999999999,0,0,,
17201,0.941,-3.9219999999999997,0.941,0,0,,
17202,1.412,-4.5489999999999995,1.255,0,0,,
17203,1.255,-4.863,0.941,0,0,,
17204,1.0979999999999999,-5.803999999999999,0.627,0,0,,
17205,1.0979999999999999,-6.275,0.314,0,0,,
17206,0.47100000000000003,-7.059,-0.314,0,0,,
17207,0.314,-7.843,-0.47100000000000003,0,0,,
17208,0.157,-8.471,-0.941,0,0,,
17209,0.157,-9.412,-1.569,0,0,,
17210,-0.157,-10.039,-1.725,0,0,,
17211,-0.47100000000000003,-11.137,-2.1959999999999997,0,0,,
17212,-0.784,-11.922,-2.51,0,0,,
17213,-1.725,-13.960999999999999,-2.98,0,0,,
17214,-2.353,-16.157,-3.9219999999999997,0,0,,
17215,-3.137,-17.412,-4.3919999999999995,0,0,,
17216,-5.803999999999999,-19.451,-6.275,0,0,,
17217,-8.157,-19.608,-7.372999999999999,0,0,,
17218,-12.863,-19.922,-9.412,0,0,,
17219,-14.118,-20.549,-10.353,0,0,,
17220,-14.118,-21.176,-11.922,0,0,,
17221,-13.804,-21.02,-12.706,0,0,,
17222,-14.275,-20.549,-14.588,0,0,,
17223,-17.255,-18.352999999999998,-15.843,0,0,,
17224,-18.98,-17.098,-16.0,0,0,,
17225,-20.549,-11.607999999999999,-16.627,0,0,,
17226,-21.176,-9.568999999999999,-17.255,0,0,,
17227,-25.569000000000003,-6.117999999999999,-18.195999999999998,0,0,,
17228,-27.765,-5.02,-18.039,0,0,,
17229,-30.745,-2.353,-16.314,0,0,,
17230,-28.706,-2.51,-13.49,0,0,,
17231,-25.881999999999998,-3.451,-13.02,0,0,,
17232,-19.294,-7.843,-14.588,0,0,,
17233,-18.824,-6.587999999999999,-15.529000000000002,0,0,,
17234,6.275,-13.49,-5.49,0,0,,
17235,30.588,-19.137,-1.569,1,0,30.0,
17236,59.137,-29.333000000000002,4.235,0,0,,
17237,17.569000000000003,-24.156999999999996,-7.372999999999999,0,0,,
17238,-37.49,-11.922,-5.803999999999999,0,0,,
17239,0.314,-15.373,2.039,0,0,,
17240,-8.471,-19.137,0.941,0,0,,
17241,-11.922,-6.587999999999999,-0.47100000000000003,0,0,,
17242,-4.3919999999999995,-3.9219999999999997,-2.824,0,0,,
17243,-0.627,-5.647,-9.568999999999999,0,0,,
17244,-2.51,-5.961,-9.412,0,0,,
17245,-1.412,-11.137,-7.372999999999999,0,0,,
17246,-2.1959999999999997,-12.235,-4.3919999999999995,0,0,,
17247,-2.51,-10.98,-4.5489999999999995,0,0,,
17248,0.0,-10.353,-4.706,0,0,,
17249,0.157,-10.353,-4.078,0,0,,
17250,-1.255,-9.097999999999999,-3.2939999999999996,0,0,,
17251,-1.882,-8.471,-3.2939999999999996,0,0,,
17252,-0.314,-8.471,-4.3919999999999995,0,0,,
17253,-0.627,-8.0,-3.608,0,0,,
17254,1.0979999999999999,-8.783999999999999,-2.667,0,0,,
17255,0.784,-10.667,-2.667,0,0,,
17256,1.569,-11.137,-2.667,0,0,,
17257,3.2939999999999996,-10.196,-3.9219999999999997,0,0,,
17258,2.353,-9.725,-3.451,0,0,,
17259,1.569,-9.097999999999999,-2.98,0,0,,
17260,1.255,-9.412,-2.353,0,0,,
17261,0.157,-8.783999999999999,-3.2939999999999996,0,0,,
17262,-1.569,-8.0,-2.824,0,0,,
17263,-0.784,-8.627,-2.51,0,0,,
17264,0.0,-9.568999999999999,-2.98,0,0,,
17265,-0.157,-9.255,-3.765,0,0,,
17266,0.314,-9.568999999999999,-2.98,0,0,,
17267,0.941,-9.412,-3.9219999999999997,0,0,,
17268,0.314,-9.412,-3.137,0,0,,
17269,-0.314,-9.255,-4.235,0,0,,
17270,-0.157,-9.725,-2.98,0,0,,
17271,-1.255,-8.627,-3.9219999999999997,0,0,,
17272,-1.569,-9.097999999999999,-3.765,0,0,,
17273,-1.255,-9.255,-3.9219999999999997,0,0,,
17274,-0.47100000000000003,-9.097999999999999,-4.078,0,0,,
17275,-0.941,-9.412,-4.5489999999999995,0,0,,
17276,-0.627,-9.882,-3.608,0,0,,
17277,0.0,-10.196,-4.3919999999999995,0,0,,
17278,-1.882,-10.353,-3.2939999999999996,0,0,,
17279,-2.353,-10.353,-2.51,0,0,,
17280,-1.725,-10.196,-2.51,0,0,,
17281,-1.882,-10.196,-2.51,0,0,,
17282,-2.1959999999999997,-10.039,-1.882,0,0,,
17283,-1.0979999999999999,-10.039,-1.412,0,0,,
17284,-0.314,-9.568999999999999,-2.1959999999999997,0,0,,
17285,-0.941,-9.255,-2.353,0,0,,
17286,0.47100000000000003,-10.353,-2.353,0,0,,
17287,0.627,-10.196,-4.5489999999999995,0,0,,
17288,0.0,-10.51,-5.176,0,0,,
17289,-0.157,-11.450999999999999,-4.706,0,0,,
17290,-0.157,-11.294,-5.176,0,0,,
17291,-1.255,-10.824000000000002,-5.332999999999999,0,0,,
17292,-1.412,-11.450999999999999,-4.706,0,0,,
17293,0.0,-11.765,-4.235,0,0,,
17294,-0.627,-11.294,-4.078,0,0,,
17295,-1.255,-12.235,-4.3919999999999995,0,0,,
17296,-0.941,-12.863,-4.235,0,0,,
17297,-1.569,-12.706,-5.02,0,0,,
17298,-1.725,-14.745,-3.765,0,0,,
17299,-1.412,-15.843,-3.9219999999999997,0,0,,
17300,1.0979999999999999,-18.352999999999998,-3.137,0,0,,
17301,2.1959999999999997,-18.352999999999998,-4.3919999999999995,0,0,,
17302,1.725,-18.667,-3.137,0,0,,
17303,3.9219999999999997,-20.235,-2.824,0,0,,
17304,2.1959999999999997,-19.765,-3.451,0,0,,
17305,0.47100000000000003,-19.137,-3.765,0,0,,
17306,-0.314,-19.608,-2.824,0,0,,
17307,0.784,-19.922,-3.9219999999999997,0,0,,
17308,2.824,-19.451,-5.332999999999999,0,1,,-30.0
17309,6.431,-17.255,-7.686,0,0,,
17310,5.332999999999999,-16.784000000000002,-6.745,0,0,,
17311,4.078,-15.529000000000002,-6.745,0,0,,
17312,1.412,-13.960999999999999,-7.216,0,0,,
17313,-0.314,-13.02,-7.843,0,0,,
17314,-2.039,-10.667,-6.431,0,0,,
17315,-2.1959999999999997,-8.471,-6.117999999999999,0,0,,
